Number,NumberInFile,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,ImageNumber,Concentration,Channel
2697,179,250,8332.288,723.949,7296,11840,1029.784,665.596,1029.681,665.548,65.258,1019,655,23,20,28.368,11.221,141.518,0.738,27.803,2083072,8112,2.137,5.949,100,2083072,3,1019,657,142.306,11.477,2.528,0.396,0.965,2645,0.01,n
2698,180,362,4033.591,369.215,3376,5296,551.727,668.572,551.856,668.594,68.24,540,658,23,21,23.043,20.003,30.154,0.977,23.707,1460160,3952,0.934,0.44,100,1460160,3,541,674,27.646,20.125,1.152,0.868,0.963,2645,0.01,n
2699,181,118,4887.729,599.227,3600,6352,990.78,663.983,990.493,663.821,39.406,985,658,11,13,13.047,11.515,81.808,0.955,13.601,576752,4992,-0.042,-0.631,100,576752,3,987,658,107.103,11.0,1.133,0.883,0.975,2645,0.01,n
2700,182,92,4665.043,422.617,4048,6016,1002.185,664.5,1002.334,664.54,34.147,997,659,10,11,11.437,10.242,111.679,0.992,12.083,429184,4592,1.034,0.764,100,429184,3,1000,659,114.444,10.0,1.117,0.895,0.974,2645,0.01,n
2701,183,186,4886.194,497.806,4096,6592,601.995,668.613,601.86,668.792,49.497,594,660,16,16,15.981,14.819,121.019,0.954,16.492,908832,4832,0.791,0.583,100,908832,3,601,660,104.036,14.849,1.078,0.927,0.956,2645,0.01,n
2702,184,173,9978.821,2452.151,4432,14656,681.552,669.286,680.896,669.698,50.78,672,663,21,12,19.397,11.356,11.661,0.843,21.378,1726336,10208,-0.366,-0.593,100,1726336,3,672,673,10.784,12.0,1.708,0.585,0.945,2645,0.01,n
2703,185,59,5047.322,590.255,3760,6240,622.314,671.72,622.256,671.819,27.564,617,668,10,8,9.977,7.529,24.3,0.976,10.44,297792,5088,-0.154,-0.524,100,297792,3,617,673,16.699,7.778,1.325,0.755,0.967,2645,0.01,n
2704,186,138,7041.507,1777.183,4592,10928,633.732,678.217,633.832,678.979,45.967,627,669,13,17,17.154,10.243,60.184,0.821,18.868,971728,6544,0.675,-0.885,100,971728,3,628,686,57.995,11.2,1.675,0.597,0.914,2645,0.01,n
2705,187,98,4542.367,482.881,3520,5824,985.735,675.776,985.657,675.502,37.613,981,669,9,14,13.81,9.035,87.645,0.871,14.56,445152,4528,0.211,-0.684,100,445152,3,982,683,74.055,9.0,1.528,0.654,0.942,2645,0.01,n
2706,188,114,5087.018,809.684,4032,7696,964.246,676.851,963.885,676.85,39.446,957,670,13,13,13.607,10.667,43.373,0.921,14.318,579920,4896,1.17,1.048,100,579920,3,957,679,24.775,10.607,1.276,0.784,0.954,2645,0.01,n
2707,189,331,9308.326,974.853,7552,12512,658.989,680.772,659.21,680.752,66.945,647,671,23,21,21.094,19.98,162.667,0.928,23.195,3081056,9152,0.832,0.741,100,3081056,3,647,679,7.431,20.879,1.056,0.947,0.947,2645,0.01,n
2708,190,42,4818.286,517.876,4192,6528,1006.833,676.714,1006.951,676.632,23.228,1003,673,7,8,7.862,6.802,87.263,0.978,8.544,202368,4656,1.541,1.932,100,202368,3,1006,681,69.444,7.0,1.156,0.865,0.933,2645,0.01,n
2709,191,194,6985.402,1221.046,5440,10592,1089.284,683.918,1089.816,683.9,51.853,1082,675,14,17,17.265,14.307,94.888,0.907,18.385,1355168,6688,1.203,0.901,100,1355168,3,1085,675,112.38,14.0,1.207,0.829,0.944,2645,0.01,n
2710,192,73,6615.014,1257.768,4768,8496,622.514,681.253,622.515,681.654,31.702,617,676,10,10,10.813,8.596,136.05,0.913,12.042,482896,6576,-0.078,-1.602,100,482896,3,619,677,131.634,9.153,1.258,0.795,0.924,2645,0.01,n
2711,193,165,8865.939,1806.077,5424,13728,680.373,684.118,680.589,683.407,46.907,674,676,12,17,17.178,12.23,85.909,0.942,17.464,1462880,9088,-0.062,-0.784,100,1462880,3,679,693,76.759,12.0,1.405,0.712,0.971,2645,0.01,n
2712,194,223,5900.771,688.583,4352,8608,587.957,687.074,587.894,687.328,53.658,580,678,16,18,18.446,15.393,106.265,0.973,19.313,1315872,5840,1.158,2.735,100,1315872,3,585,678,111.251,15.652,1.198,0.835,0.972,2645,0.01,n
2713,195,223,8106.978,1186.378,6240,13008,645.473,688.993,645.462,688.482,57.456,637,679,17,20,21.644,13.118,125.868,0.849,23.022,1807856,7984,0.878,0.879,100,1807856,3,640,680,124.38,13.567,1.65,0.606,0.937,2645,0.01,n
2714,196,223,10437.955,1344.811,8096,15392,699.451,688.11,699.548,688.159,53.448,691,680,17,17,17.908,15.855,45.312,0.981,18.601,2327664,10224,0.918,0.844,100,2327664,3,692,694,36.254,16.263,1.129,0.885,0.967,2645,0.01,n
2715,197,157,3566.369,301.878,2960,5024,929.704,686.691,929.791,686.681,44.968,922,680,15,13,15.116,13.224,179.689,0.976,15.524,559920,3536,1.272,3.197,100,559920,3,922,685,165.069,13.0,1.143,0.875,0.966,2645,0.01,n
2716,198,97,7621.938,1086.117,5344,9760,1077.314,685.51,1077.184,685.718,36.437,1072,680,10,12,12.91,9.567,115.878,0.918,13.601,739328,7520,-0.083,-0.79,100,739328,3,1073,680,126.027,10.0,1.349,0.741,0.965,2645,0.01,n
2717,199,90,7464.356,1507.365,5136,10128,714.578,692.256,714.047,692.368,35.108,708,687,12,10,12.817,8.941,36.818,0.918,14.213,671792,7520,0.044,-1.437,100,671792,3,708,696,39.289,9.192,1.434,0.698,0.952,2645,0.01,n
2718,200,144,6497.667,1140.69,5152,10176,622.181,701.118,622.433,700.663,47.053,614,694,16,14,17.232,10.64,32.043,0.817,18.868,935664,6016,1.02,0.247,100,935664,3,614,704,32.005,11.142,1.62,0.617,0.923,2645,0.01,n
2719,201,561,6085.704,1114.797,4112,9088,646.418,707.785,645.53,707.171,97.877,628,695,36,25,38.923,18.351,149.655,0.736,40.0,3414080,6096,0.319,-0.623,100,3414080,3,631,695,143.13,20.92,2.121,0.471,0.915,2645,0.01,n
2720,202,58,7692.69,1445.127,5216,10384,703.293,699.328,703.249,699.009,28.532,697,695,11,8,10.328,7.15,13.957,0.895,11.045,446176,7632,0.115,-1.286,100,446176,3,697,698,174.806,7.589,1.445,0.692,0.913,2645,0.01,n
2721,203,167,3157.461,360.535,2608,4400,895.5,702.584,895.278,702.59,48.36,886,697,18,11,18.823,11.296,3.511,0.897,18.682,527296,3056,1.049,0.71,100,527296,3,886,705,15.524,11.0,1.666,0.6,0.974,2645,0.01,n
2722,204,90,4110.222,476.406,3232,5024,668.633,710.267,668.546,710.54,34.364,663,704,10,12,12.245,9.358,102.189,0.958,12.649,369920,4048,0.282,-1.12,100,369920,3,667,704,108.435,9.803,1.309,0.764,0.968,2645,0.01,n
2723,205,155,6262.916,834.255,4944,8288,600.706,712.597,600.924,712.55,47.583,592,706,17,14,18.444,10.7,143.39,0.86,18.868,970752,6096,0.409,-0.943,100,970752,3,592,709,147.995,11.314,1.724,0.58,0.951,2645,0.01,n
2724,206,270,6348.741,1062.674,4800,8656,630.7,715.233,631.443,715.773,71.7,616,706,29,18,28.385,12.111,151.923,0.66,30.364,1714160,6096,0.527,-0.913,100,1714160,3,616,711,162.759,14.206,2.344,0.427,0.872,2645,0.01,n
2725,207,199,6498.573,1052.542,4608,8832,570.495,717.827,571.239,717.829,65.331,555,711,28,12,28.848,8.783,15.212,0.586,28.862,1293216,6304,0.477,-0.786,100,1293216,3,555,720,14.036,9.937,3.284,0.304,0.877,2645,0.01,n
2726,208,74,4410.595,525.515,3568,5920,680.568,718.824,680.591,719.071,30.466,676,714,9,10,10.284,9.162,101.77,1.0,10.77,326384,4288,0.791,-0.025,100,326384,3,678,714,111.801,9.0,1.122,0.891,0.98,2645,0.01,n
2727,209,198,5128.97,1153.823,3312,7808,591.263,724.01,590.383,723.668,53.105,582,716,18,16,20.413,12.35,143.08,0.882,21.401,1015536,4864,0.426,-0.86,100,1015536,3,583,718,142.595,12.969,1.653,0.605,0.952,2645,0.01,n
2728,210,233,5473.785,1095.027,4064,8000,547.715,733.659,547.399,733.513,55.656,539,724,17,19,19.577,15.154,111.929,0.945,20.248,1275392,5024,0.479,-1.305,100,1275392,3,543,725,122.905,15.811,1.292,0.774,0.949,2645,0.01,n
2729,211,206,5687.534,1069.181,4352,9920,660.165,732.874,660.484,733.105,53.495,651,725,18,15,19.645,13.351,28.636,0.905,21.095,1171632,5440,1.342,1.791,100,1171632,3,651,738,31.43,14.142,1.471,0.68,0.972,2645,0.01,n
2730,212,175,7631.451,968.559,5440,9648,637.62,735.643,637.62,735.96,48.42,630,728,15,16,17.549,12.697,54.947,0.938,18.358,1335504,7696,-0.221,-0.615,100,1335504,3,633,744,60.642,12.728,1.382,0.724,0.972,2645,0.01,n
2731,213,534,4520.959,693.242,3232,6800,580.363,741.11,580.664,740.447,86.638,565,729,32,24,31.149,21.828,175.401,0.894,32.985,2414192,4320,0.864,-0.022,100,2414192,3,565,737,165.964,23.666,1.427,0.701,0.958,2645,0.01,n
2732,214,72,10202.889,1989.116,6528,14736,678.375,734.208,677.862,734.096,31.492,673,730,11,8,11.309,8.106,160.612,0.912,12.53,734608,10400,-0.067,-0.953,100,734608,3,673,732,151.39,8.0,1.395,0.717,0.98,2645,0.01,n
2733,215,116,9063.448,1820.097,5584,13040,623.276,746.353,623.283,746.897,40.609,617,738,11,15,14.689,10.055,78.808,0.884,15.524,1051360,9456,-0.178,-0.805,100,1051360,3,621,753,75.069,11.0,1.461,0.685,0.939,2645,0.01,n
2734,216,131,5597.679,822.383,4224,7296,538.523,744.714,538.684,744.363,41.11,531,739,15,12,14.282,11.679,0.886,0.974,15.033,733296,5568,0.125,-1.183,100,733296,3,531,744,176.186,12.0,1.223,0.818,0.956,2645,0.01,n
2735,217,44,8128.0,1360.768,5792,10912,680.5,742.205,680.206,742.253,25.193,676,739,9,7,9.053,6.189,156.674,0.871,10.0,357632,7936,0.355,-0.871,100,357632,3,677,739,143.13,6.864,1.463,0.684,0.889,2645,0.01,n
2736,218,108,6188.444,1167.512,4288,7952,552.37,748.509,552.869,748.698,38.465,545,743,14,11,13.74,10.008,159.816,0.917,14.318,668352,6576,-0.297,-1.47,100,668352,3,545,748,167.905,10.585,1.373,0.728,0.939,2645,0.01,n
2737,219,121,6578.777,1498.587,4272,9520,649.806,749.492,649.348,749.812,41.23,642,744,14,11,14.262,10.803,164.117,0.894,15.811,796032,6704,0.092,-1.199,100,796032,3,643,746,145.305,11.0,1.32,0.757,0.934,2645,0.01,n
2738,220,108,7215.111,1514.587,4432,12256,663.093,749.528,663.495,749.286,38.454,657,744,12,11,13.388,10.271,20.793,0.918,14.422,779232,6992,1.157,1.39,100,779232,3,657,755,33.69,10.491,1.303,0.767,0.964,2645,0.01,n
2739,221,55,7972.073,624.685,7008,9648,678.882,760.173,678.968,760.11,26.754,675,756,8,9,10.111,6.926,53.987,0.966,10.63,438464,7872,0.824,0.154,100,438464,3,675,764,41.186,7.155,1.46,0.685,0.965,2645,0.01,n
2740,222,249,4112.129,800.388,2976,6384,550.56,764.729,550.46,764.732,61.263,539,757,22,17,23.62,13.422,155.057,0.834,24.413,1023920,3840,0.936,-0.2,100,1023920,3,540,759,145.008,13.416,1.76,0.568,0.938,2645,0.01,n
2741,223,184,10491.13,1992.729,6752,13920,646.424,763.652,645.665,764.046,50.891,637,757,19,15,18.633,12.573,25.485,0.893,19.235,1930368,10944,-0.175,-1.325,100,1930368,3,637,764,8.973,12.758,1.482,0.675,0.963,2645,0.01,n
2742,224,65,7098.092,523.286,6304,8416,665.346,761.023,665.321,761.136,29.474,659,757,11,8,10.362,7.987,14.908,0.94,11.402,461376,7040,0.571,-0.311,100,461376,3,659,762,15.255,8.0,1.297,0.771,0.929,2645,0.01,n
2743,225,254,12990.173,685.682,11504,15664,631.126,769.535,631.092,769.434,60.024,620,761,21,17,20.809,15.541,149.778,0.886,21.541,3299504,13008,0.604,1.147,100,3299504,3,621,767,158.199,16.866,1.339,0.747,0.941,2645,0.01,n
2744,226,224,11194.214,2300.445,6928,16688,657.112,771.696,657.031,772.433,57.469,645,762,21,17,19.278,14.794,13.635,0.852,21.378,2507504,11840,-0.25,-0.927,100,2507504,3,645,773,10.784,16.042,1.303,0.767,0.92,2645,0.01,n
2745,227,129,4896.248,477.506,4000,6128,533.764,770.128,533.875,770.195,41.098,527,764,13,13,13.55,12.121,69.676,0.96,14.213,631616,4880,0.49,-0.253,100,631616,3,530,776,50.711,12.075,1.118,0.895,0.952,2645,0.01,n
2746,228,121,5043.438,934.543,3488,8048,544.012,775.607,543.839,776.015,41.816,537,768,14,14,12.975,11.874,78.659,0.87,14.56,610256,4832,0.845,0.62,100,610256,3,541,768,105.945,11.628,1.093,0.915,0.931,2645,0.01,n
2747,229,660,4509.309,601.388,3264,6496,1170.494,786.568,1169.921,786.281,94.034,1155,771,31,31,33.68,24.951,41.503,0.938,33.015,2976144,4384,0.663,-0.083,100,2976144,3,1157,797,35.134,24.645,1.35,0.741,0.968,2645,0.01,n
2748,230,97,4600.247,722.954,3296,6032,554.046,779.634,553.789,779.943,36.632,548,773,11,12,12.195,10.127,67.71,0.908,12.806,446224,4656,-0.114,-1.013,100,446224,3,548,783,38.66,10.286,1.204,0.83,0.951,2645,0.01,n
2749,231,80,10643.2,1397.967,8896,14160,621.4,779.0,621.316,778.672,32.568,617,773,9,12,12.065,8.443,105.011,0.948,12.369,851456,10112,0.898,-0.274,100,851456,3,619,773,104.036,8.974,1.429,0.7,0.982,2645,0.01,n
2750,232,105,10223.543,844.75,8832,13392,631.776,783.471,631.925,783.36,37.307,626,778,11,11,12.404,10.778,127.87,0.948,13.601,1073472,10240,1.136,2.266,100,1073472,3,627,778,126.027,11.0,1.151,0.869,0.968,2645,0.01,n
2751,233,167,4378.156,319.785,3600,5168,714.716,786.302,714.679,786.401,48.195,708,778,13,17,17.262,12.318,102.829,0.903,17.493,731152,4368,-0.04,-0.647,100,731152,3,709,779,120.964,12.474,1.401,0.714,0.954,2645,0.01,n
2752,234,462,12094.372,1573.002,9424,16336,663.478,793.398,663.879,793.273,81.344,651,779,24,27,26.742,21.996,88.062,0.877,27.893,5587600,12448,0.108,-0.691,100,5587600,3,661,779,104.534,23.338,1.216,0.823,0.921,2645,0.01,n
2753,235,219,5221.114,303.559,4624,6176,702.587,788.422,702.548,788.408,56.405,694,779,17,20,20.651,13.502,118.489,0.865,20.616,1143424,5200,0.418,-0.313,100,1143424,3,701,779,104.036,14.822,1.529,0.654,0.944,2645,0.01,n
2754,236,450,5739.804,906.23,3616,8032,595.253,804.529,595.24,805.324,85.301,581,788,25,30,33.341,17.185,50.878,0.777,33.838,2582912,5808,0.193,-0.313,100,2582912,3,584,816,55.84,17.678,1.94,0.515,0.938,2645,0.01,n
2755,237,213,5521.427,839.537,4416,8768,693.998,798.462,693.531,798.433,53.787,686,789,18,18,18.934,14.324,135.324,0.925,19.313,1176064,5264,1.479,2.406,100,1176064,3,686,793,158.749,13.435,1.322,0.757,1.005,2645,0.01,n
2756,238,116,7289.793,1380.253,4944,10560,631.31,794.655,631.361,794.22,41.71,622,790,16,10,15.204,9.714,176.875,0.838,16.279,845616,7360,0.175,-0.88,100,845616,3,622,793,169.38,10.0,1.565,0.639,0.928,2645,0.01,n
2757,239,365,5881.819,654.387,4672,8352,1042.788,802.47,1042.656,802.472,74.29,1033,790,18,28,27.1,17.149,98.336,0.831,28.16,2146864,5808,0.685,0.578,100,2146864,3,1042,790,96.116,18.0,1.58,0.633,0.936,2645,0.01,n
2758,240,160,4275.1,449.39,3408,5632,715.388,802.0,715.224,802.034,47.92,705,795,17,15,15.486,13.155,144.346,0.876,17.72,684016,4240,0.833,0.857,100,684016,3,705,800,163.61,13.435,1.177,0.85,0.938,2645,0.01,n
2759,241,367,5899.335,621.133,4848,7872,1061.454,806.219,1061.379,806.356,72.252,1050,795,24,21,24.645,18.96,22.071,0.883,26.42,2165056,5824,0.7,0.031,100,2165056,3,1050,815,29.476,20.125,1.3,0.769,0.963,2645,0.01,n
2760,242,148,5788.108,1600.862,3648,11424,639.534,807.02,640.203,806.515,45.34,632,800,15,14,16.814,11.207,33.038,0.905,17.205,856640,5264,1.536,1.665,100,856640,3,632,811,35.538,11.18,1.5,0.667,0.946,2645,0.01,n
2761,243,92,3945.391,490.265,3312,5488,625.88,807.391,625.892,807.352,34.822,620,801,11,12,12.134,9.653,116.128,0.953,12.649,362976,3824,0.784,-0.162,100,362976,3,624,801,108.435,9.899,1.257,0.796,0.958,2645,0.01,n
2762,244,177,5010.35,371.689,4112,6192,705.76,809.946,705.649,810.052,48.722,698,801,16,16,16.124,13.977,141.243,0.937,16.763,886832,5056,0.06,0.341,100,886832,3,704,801,107.354,13.435,1.154,0.867,0.992,2645,0.01,n
2763,245,266,4514.045,482.793,3520,6464,607.372,817.421,607.382,817.163,67.179,593,807,24,19,23.345,14.508,40.716,0.741,26.627,1200736,4368,1.343,2.074,100,1200736,3,593,824,34.287,15.556,1.609,0.621,0.891,2645,0.01,n
2764,246,581,10031.422,3304.894,6784,20144,1120.877,823.755,1121.19,825.304,90.958,1108,809,25,33,30.583,24.188,87.216,0.882,33.541,5828256,8832,1.575,1.491,100,5828256,3,1119,842,79.695,25.0,1.264,0.791,0.949,2645,0.01,n
2765,247,560,5131.429,1034.378,3200,8128,1173.8,839.53,1173.265,840.022,87.824,1163,823,21,33,33.624,21.206,87.187,0.912,33.734,2873600,4960,0.473,-0.453,100,2873600,3,1171,856,78.024,21.0,1.586,0.631,0.976,2645,0.01,n
2766,248,289,6204.125,780.768,4560,8912,1025.244,834.676,1025.059,834.353,63.826,1015,825,20,21,19.928,18.465,90.755,0.891,21.378,1792992,6272,0.071,-0.312,100,1792992,3,1023,825,100.784,19.089,1.079,0.927,0.937,2645,0.01,n
2767,249,333,5529.994,702.657,4336,8400,991.62,845.626,992.21,845.423,79.962,976,836,32,20,33.28,12.74,33.196,0.654,36.235,1841488,5488,0.503,-0.088,100,1841488,3,976,856,27.979,14.446,2.612,0.383,0.921,2645,0.01,n
2768,250,566,3281.329,286.176,2688,4608,697.496,858.436,697.393,858.442,99.99,680,847,39,26,41.611,17.319,26.226,0.711,42.154,1857232,3232,0.932,1.569,100,1857232,3,680,866,22.306,18.305,2.403,0.416,0.948,2645,0.01,n
2769,251,462,5152.242,718.227,4032,8160,1144.329,864.697,1144.335,864.685,82.933,1135,849,20,32,32.653,18.015,74.19,0.844,32.985,2380336,5040,1.42,2.415,100,2380336,3,1137,881,75.964,18.974,1.813,0.552,0.979,2645,0.01,n
2770,252,278,5183.079,590.258,4368,7328,985.187,863.471,985.421,863.236,65.969,975,853,21,20,21.97,16.111,26.421,0.803,24.207,1440896,5040,1.618,2.348,100,1440896,3,979,872,51.71,17.463,1.364,0.733,0.89,2645,0.01,n
2771,253,369,4386.515,526.2,3280,6672,1125.768,867.332,1125.683,867.194,70.349,1115,855,20,24,24.994,18.797,66.694,0.937,25.298,1618624,4240,1.068,1.184,100,1618624,3,1121,879,71.565,19.827,1.33,0.752,0.965,2645,0.01,n
2772,254,806,3899.057,484.05,2800,5552,710.86,875.201,710.807,875.881,105.646,691,858,37,31,36.033,28.48,8.919,0.907,37.656,3142640,3872,0.476,0.293,100,3142640,3,691,879,10.713,29.954,1.265,0.79,0.971,2645,0.01,n
2773,255,124,5661.29,680.292,4560,8528,998.274,868.435,998.388,868.627,42.667,990,863,16,11,16.762,9.419,30.736,0.856,17.889,702000,5536,1.317,2.405,100,702000,3,990,873,26.565,10.539,1.78,0.562,0.965,2645,0.01,n
2774,256,436,5860.697,1232.437,4176,9056,1104.36,879.411,1103.745,878.878,81.95,1093,864,23,30,33.809,16.42,122.115,0.816,33.615,2555264,5584,0.605,-0.706,100,2555264,3,1097,864,120.379,16.623,2.059,0.486,0.967,2645,0.01,n
2775,257,405,4909.314,420.159,4016,6464,1197.485,904.764,1197.623,904.572,72.058,1186,893,22,24,24.0,21.486,100.978,0.98,24.515,1988272,4832,0.92,0.76,100,1988272,3,1195,893,101.768,21.92,1.117,0.895,0.97,2645,0.01,n
2776,258,640,6033.725,1071.527,4288,9808,1150.995,946.128,1151.184,946.017,91.224,1138,930,26,32,31.467,25.896,102.776,0.966,32.757,3861584,5840,1.096,1.019,100,3861584,3,1147,930,102.339,26.0,1.215,0.823,0.982,2645,0.01,n
2777,259,201,4524.338,311.305,3856,5280,1165.122,998.779,1165.165,998.72,50.971,1158,990,15,18,17.378,14.726,99.686,0.972,18.111,909392,4496,0.375,-0.563,100,909392,3,1164,1008,83.66,14.849,1.18,0.847,0.969,2645,0.01,n
2778,260,106,4492.075,199.789,3984,4976,1152.594,999.085,1152.617,999.095,37.722,1147,993,10,13,13.384,10.084,91.971,0.936,13.601,476160,4496,0.003,0.009,100,476160,3,1150,993,107.103,10.0,1.327,0.753,0.968,2645,0.01,n
2779,261,321,4255.103,478.31,3264,6048,1169.338,1015.238,1169.638,1015.325,75.821,1153,1004,27,19,25.157,16.246,25.666,0.702,28.792,1365888,4208,0.906,1.042,100,1365888,3,1153,1021,20.323,19.0,1.548,0.646,0.899,2645,0.01,n
2780,262,333,10315.195,490.483,8848,11568,1213.515,1013.797,1213.415,1013.801,73.476,1201,1006,27,16,28.42,14.919,179.097,0.775,27.893,3434960,10352,-0.392,0.185,100,3434960,3,1201,1010,165.466,16.0,1.905,0.525,0.924,2645,0.01,n
2781,1,541,8357.767,2087.792,2656,13824,27.269,15.807,28.272,16.681,91.248,15,0,24,31,34.355,20.05,105.006,0.817,34.015,4521552,8288,0.003,0.254,100,4521552,3,20,0,114.305,20.691,1.713,0.584,0.935,2645,0.01,a
2782,2,812,7224.039,1982.445,4864,16064,55.352,10.409,56.593,10.581,120.894,32,0,42,25,42.984,24.053,172.132,0.698,48.021,5865920,6608,1.326,1.583,100,5865920,3,32,0,148.627,24.89,1.787,0.56,0.945,2645,0.01,a
2783,3,1033,11074.137,3250.402,3168,17440,92.089,13.764,90.122,13.029,128.237,73,0,43,34,43.768,30.051,24.871,0.789,47.885,11439584,11040,-0.279,-0.71,100,11439584,3,74,26,28.706,33.804,1.456,0.687,0.966,2645,0.01,a
2784,4,2492,12767.313,4590.706,1808,31232,578.408,20.49,577.036,17.601,249.553,531,0,90,55,83.546,37.978,155.071,0.503,104.623,31816144,13936,-0.308,-0.304,100,31816144,3,532,0,148.285,48.488,2.2,0.455,0.799,2645,0.01,a
2785,5,1671,8868.175,4550.555,2192,18448,625.341,22.599,621.465,17.761,184.052,601,0,44,63,57.143,37.232,105.191,0.62,66.408,14818720,7680,0.38,-1.231,100,14818720,3,603,0,108.435,42.524,1.535,0.652,0.87,2645,0.01,a
2786,6,2451,4925.689,1146.104,1712,9520,850.257,31.665,851.135,31.266,244.904,820,0,59,75,78.539,39.735,111.295,0.514,93.6,12072864,4768,0.918,1.756,100,12072864,3,821,0,126.747,52.006,1.977,0.506,0.747,2645,0.01,a
2787,7,5897,3539.725,1299.043,1568,10384,927.512,27.268,924.517,27.765,380.619,868,0,130,75,115.967,64.745,6.142,0.512,135.65,20873760,3120,1.472,2.5,100,20873760,3,874,56,23.92,75.0,1.791,0.558,0.82,2645,0.01,a
2788,8,103,6160.466,2387.854,3408,12864,1041.18,3.84,1042.545,3.409,45.007,1032,0,18,9,19.231,6.819,10.513,0.639,18.682,634528,5376,1.329,0.816,100,634528,3,1032,7,15.524,8.186,2.82,0.355,0.798,2645,0.01,a
2789,9,175,8441.966,1642.374,3680,11408,1272.706,6.209,1273.042,5.901,59.124,1262,0,17,18,19.62,11.357,135.853,0.629,24.083,1477344,9168,-1.184,0.406,100,1477344,3,1262,0,131.634,13.435,1.728,0.579,0.909,2645,0.01,a
2790,10,970,4192.792,975.067,1968,9824,1216.119,32.247,1215.022,32.541,134.735,1199,12,41,42,37.807,32.667,138.559,0.671,45.188,4067008,4224,0.796,3.256,100,4067008,3,1199,16,155.136,39.097,1.157,0.864,0.887,2645,0.01,a
2791,11,2354,6153.251,3010.731,1600,16032,767.653,51.402,769.662,51.726,211.809,739,15,62,70,71.417,41.968,132.868,0.659,75.717,14484752,5072,1.286,0.824,100,14484752,3,742,18,123.69,46.494,1.702,0.588,0.868,2645,0.01,a
2792,12,424,3681.698,507.601,1776,5072,1263.769,31.309,1263.729,31.547,84.802,1244,23,35,16,34.511,15.643,9.469,0.741,35.903,1561040,3696,-0.657,1.563,100,1561040,3,1244,35,12.875,16.0,2.206,0.453,0.963,2645,0.01,a
2793,13,2126,8039.827,3371.216,2176,14848,1115.666,72.012,1120.2,71.348,193.105,1074,47,75,46,69.754,38.806,18.481,0.716,78.746,17092672,7760,0.226,-1.343,100,17092672,3,1074,84,17.745,45.288,1.797,0.556,0.911,2645,0.01,a
2794,14,953,4985.066,1227.862,1968,10160,1160.477,77.091,1161.101,76.826,151.42,1134,59,59,39,48.181,25.184,18.208,0.522,61.4,4750768,4848,1.015,2.118,100,4750768,3,1134,92,16.074,33.656,1.913,0.523,0.758,2645,0.01,a
2795,15,948,5466.194,1387.845,1904,11008,1252.772,97.259,1251.942,98.513,130.749,1227,80,52,32,51.093,23.624,27.583,0.697,54.424,5181952,5472,0.403,0.508,100,5181952,3,1228,109,20.433,26.055,2.163,0.462,0.902,2645,0.01,a
2796,16,1337,4380.254,1300.549,1744,10656,1173.635,97.718,1174.05,98.65,147.579,1144,81,55,34,54.298,31.352,9.538,0.771,57.245,5856400,4032,1.78,4.149,100,5856400,3,1147,108,27.013,33.407,1.732,0.577,0.938,2645,0.01,a
